mean,std,variance,rms,min,max,range,low_freq_ratio,high_freq_ratio,label
-0.00836000000000001,0.36537557444361274,0.1334993104,0.365471202695917,-0.45,1.9,2.35,0.005848216925133547,0.11349437786245123,2
0.006000000000000007,0.29637881165832347,0.08784039999999999,0.2964395385234567,-0.44,2.1,2.54,0.005014164969977554,0.11017657715661253,2
0.04782000000000001,0.4081875152426884,0.16661704759999998,0.41097907489311425,-0.47,2.16,2.63,0.029555272534735107,0.10292358007979134,2
0.14128,0.8958405893907688,0.8025303616000001,0.9069125646940834,-1.76,2.64,4.4,0.0510291919158962,0.048929524571935355,2
-0.13961999999999997,0.5215347117881992,0.27199845559999997,0.5399001759584822,-1.81,1.82,3.63,0.06935894741106917,0.05687125383102334,2
-0.21483999999999998,0.4241949721531362,0.17994137439999996,0.4754972134513513,-0.95,1.91,2.86,0.12301630496483033,0.08126266566594884,2
0.17665999999999996,0.2832656781186171,0.08023944439999998,0.3338385837496918,-0.27,2.04,2.31,0.12920421041123323,0.08375545767374937,2
0.0149,0.24210202394858246,0.058613389999999994,0.24256009564641912,-0.34,1.65,1.99,0.015199905846585997,0.098669056548688,2
-0.005759999999999994,0.23039015256733522,0.053079622400000005,0.23046214439686186,-0.31,1.6,1.9100000000000001,0.006066637268025718,0.11065916042921235,2
-0.028940000000000004,0.2808990501941934,0.07890427639999999,0.28238590616388776,-0.41,1.49,1.9,0.026749357166200336,0.11569357267738153,2
-0.036980000000000006,0.22566851707759325,0.0509262796,0.22867837676527267,-0.33,1.55,1.8800000000000001,0.03799019212904893,0.10280906649508913,2
0.05751999999999999,0.2920168652663746,0.08527384959999999,0.29762795567621,-0.43,1.51,1.94,0.05078071843256856,0.10500921298316516,2
-0.12802000000000002,0.3228793576554562,0.1042510796,0.3473329814457591,-0.95,1.06,2.01,0.10139598469753351,0.06695240281960704,2
0.039160000000000014,0.31837791129410975,0.1013644944,0.32077718123332905,-0.43,1.74,2.17,0.03195005173772095,0.09591336160624768,2
0.09720000000000002,0.2570170422365023,0.06605776000000001,0.274782823335084,-0.12,1.82,1.94,0.08319610713548695,0.07842148026362046,2
